chapter_number,chapter_title,article_number,article_title,content
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,40,Hồ sơ bồi thường bảo hiểm,"Hồ sơ bồi thường bảo hiểm bắt buộc công trình trong thời gian xây dựng bao gồm các tài liệu sau:
1. Văn bản yêu cầu bồi thường của bên mua bảo hiểm.
2. Tài liệu liên quan đến đối tượng bảo hiểm, bao gồm: Hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm.
3. Tài liệu chứng minh thiệt hại về tài sản, bao gồm:
a) Hồ sơ sự cố công trình xây dựng trong trường hợp xảy ra sự cố công trình xây dựng (bản sao được chứng thực từ bản chính hoặc bản sao có xác nhận của bên lập hồ sơ) theo quy định tại Điều 47 Nghị định số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ quy định chi tiết một số nội dung về quản lý chất lượng, thi công xây dựng và bảo trì công trình xây dựng hoặc bằng chứng chứng minh tổn thất của công trình xây dựng.
b) Hóa đơn, chứng từ hợp lệ hoặc bằng chứng chứng minh về việc sửa chữa, thay mới tài sản bị thiệt hại.
4. Các giấy tờ chứng minh chi phí cần thiết và hợp lý mà bên mua bảo hiểm đã chi ra để hạn chế tổn thất ở mức thấp nhất hoặc để thực hiện theo chỉ dẫn của doanh nghiệp bảo hiểm.
5. Biên bản giám định nguyên nhân và mức độ thiệt hại do doanh nghiệp bảo hiểm hoặc người được doanh nghiệp bảo hiểm ủy quyền lập.
6. Các tài liệu khác có liên quan (nếu có).
Bên mua bảo hiểm có trách nhiệm thu thập và gửi doanh nghiệp bảo hiểm các tài liệu quy định tại khoản 1, khoản 2, khoản 3, khoản 4 và khoản 6 Điều này. Doanh nghiệp bảo hiểm có trách nhiệm thu thập tài liệu quy định tại khoản 5 Điều này.
Mục 2. ĐIỀU KIỆN BẢO HIỂM, MỨC PHÍ BẢO HIỂM, GIỚI HẠN TRÁCH NHIỆM BẢO HIỂM ĐỐI VỚI BẢO HIỂM BẮT BUỘC TRÁCH NHIỆM NGHỀ NGHIỆP TƯ VẤN ĐẦU TƯ XÂY DỰNG"
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,41,Đối tượng bảo hiểm,"Đối tượng bảo hiểm bắt buộc trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng là trách nhiệm dân sự của nhà thầu tư vấn đầu tư xây dựng đối với người thứ ba phát sinh từ việc thực hiện công việc khảo sát xây dựng, thiết kế xây dựng công trình xây dựng từ cấp II trở lên."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,42,Giới hạn trách nhiệm bảo hiểm,"Giới hạn trách nhiệm bảo hiểm bằng giá trị hợp đồng tư vấn khảo sát xây dựng, hợp đồng tư vấn thiết kế xây dựng."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,43,Phạm vi bảo hiểm và loại trừ trách nhiệm bảo hiểm,"1. Phạm vi bảo hiểm
Doanh nghiệp bảo hiểm bồi thường cho nhà thầu tư vấn những khoản tiền mà nhà thầu tư vấn có trách nhiệm bồi thường cho các tổn thất của người thứ ba phát sinh từ việc thực hiện công việc tư vấn đầu tư xây dựng và các chi phí có liên quan theo quy định của pháp luật, trừ các trường hợp quy định tại khoản 2 Điều này.
2. Các trường hợp loại trừ trách nhiệm bảo hiểm
Doanh nghiệp bảo hiểm không có trách nhiệm bồi thường bảo hiểm trong các trường hợp sau:
a) Loại trừ trách nhiệm bảo hiểm quy định điểm a, điểm b, điểm c, điểm d, điểm đ, điểm e, điểm g, điểm h và điểm i khoản 2 Điều 34 Nghị định này.
b) Tổn thất phát sinh do nhà thầu tư vấn cố ý lựa chọn phương pháp thi công, tính toán, đo đạc, thiết kế, sử dụng vật liệu chưa được thử nghiệm.
c) Chi phí thiết kế lại hoặc sửa bản vẽ, kế hoạch, tài liệu hướng dẫn kỹ thuật hoặc danh mục tài liệu hướng dẫn kỹ thuật.
d) Tổn thất phát sinh do nấm mốc.
đ) Tổn thất do việc tư vấn khảo sát xây dựng, thiết kế xây dựng dẫn đến gây ô nhiễm, nhiễm bẩn đối với môi trường và người thứ ba.
e) Tổn thất có liên quan đến chất amiăng hoặc bất kỳ nguyên vật liệu nào có chứa chất amiăng.
g) Tổn thất phát sinh từ việc vi phạm quyền sở hữu trí tuệ.
h) Tổn thất phát sinh do nhà thầu tư vấn cố ý không tuân thủ quy định pháp luật xây dựng về áp dụng tiêu chuẩn, quy chuẩn kỹ thuật, sử dụng vật liệu xây dựng gây nguy hại cho sức khỏe cộng đồng, môi trường."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,44,Thời hạn bảo hiểm,Thời hạn bảo hiểm bắt buộc trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng bắt đầu kể từ ngày thực hiện công việc tư vấn đến hết thời gian bảo hành công trình theo quy định của pháp luật.
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,45,Mức phí bảo hiểm và mức khấu trừ bảo hiểm,"1. Mức phí bảo hiểm và mức khấu trừ bảo hiểm bắt buộc trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng được quy định cụ thể như sau:
a) Đối với công trình xây dựng có giá trị dưới 1.000 tỷ đồng và không thuộc các loại công trình xây dựng đê, đập, cảng, bến cảng, cầu cảng, bến tàu, đập chắn sóng và các công trình thủy lợi; các công trình xây dựng sân bay, máy bay, vệ tinh, không gian; các công trình sửa chữa và đóng tàu; các công trình xây dựng năng lượng trên biển và dưới nước; các dự án xe lửa, xe điện, tàu tốc hành và dự án ngầm dưới đất, hầm mỏ: Mức phí bảo hiểm và mức khấu trừ bảo hiểm quy định tại khoản 1 Phụ lục IV ban hành kèm theo Nghị định này.
Căn cứ vào mức độ rủi ro của đối tượng bảo hiểm, doanh nghiệp bảo hiểm được điều chỉnh tăng hoặc giảm phí bảo hiểm tối đa 25% tính trên phí bảo hiểm.
Trường hợp trong năm tài chính trước liền kề, đối tượng bảo hiểm là nguyên nhân trực tiếp dẫn đến số tiền chi bồi thường bảo hiểm gốc lớn hơn doanh thu phí bảo hiểm gốc của bảo hiểm bắt buộc trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng, trên cơ sở số liệu có xác nhận của chuyên gia tính toán của doanh nghiệp bảo hiểm và xác nhận của tổ chức kiểm toán độc lập, khi tái tục hợp đồng bảo hiểm, doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận mức phí bảo hiểm và mức khấu trừ bảo hiểm bảo đảm khả năng thanh toán của doanh nghiệp bảo hiểm.
b) Đối với công trình xây dựng có giá trị từ 1.000 tỷ đồng trở lên hoặc giá trị hợp đồng tư vấn trên 80 tỷ đồng hoặc các công trình không áp dụng mức phí bảo hiểm theo quy định tại điểm a khoản 1 Điều này: Doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận mức phí bảo hiểm và mức khấu trừ bảo hiểm trên cơ sở bằng chứng chứng minh doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm xác nhận nhận tái bảo hiểm theo đúng quy tắc, điều khoản, mức phí bảo hiểm và mức khấu trừ bảo hiểm mà doanh nghiệp bảo hiểm cung cấp cho bên mua bảo hiểm. Doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm và doanh nghiệp, tổ chức bảo hiểm nước ngoài nhận tái bảo hiểm từ 10% tổng mức trách nhiệm của mỗi hợp đồng tái bảo hiểm phải đáp ứng quy định tại khoản 9 Điều 4 Nghị định này. Trong mọi trường hợp, mức phí bảo hiểm không được thấp hơn mức phí bảo hiểm tương ứng với 1.000 tỷ đồng nhân (x) 75% tỷ lệ phí bảo hiểm quy định tại điểm a khoản 1 Phụ lục IV ban hành kèm theo Nghị định này.
2. Trường hợp thời gian thực hiện công việc tư vấn đầu tư xây dựng bị kéo dài so với thời gian quy định tại văn bản của cấp có thẩm quyền quyết định đầu tư khi giao kết hợp đồng bảo hiểm, bên mua bảo hiểm và doanh nghiệp bảo hiểm phải thỏa thuận về phí bảo hiểm bổ sung áp dụng cho khoảng thời gian bị kéo dài. Phí bảo hiểm bổ sung được tính căn cứ vào phí bảo hiểm quy định tại điểm a khoản 1 Phụ lục IV ban hành kèm theo Nghị định này, quy định tăng hoặc giảm phí bảo hiểm quy định tại điểm a khoản 1 Điều này và tương ứng với thời gian thực hiện công việc tư vấn kéo dài."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,46,Nguyên tắc bồi thường bảo hiểm,"Doanh nghiệp bảo hiểm thực hiện xem xét, giải quyết bồi thường bảo hiểm theo quy định pháp luật về kinh doanh bảo hiểm và theo nguyên tắc sau:
1. Doanh nghiệp bảo hiểm bồi thường cho nhà thầu tư vấn những khoản tiền mà nhà thầu tư vấn có trách nhiệm bồi thường cho các tổn thất của người thứ ba và các chi phí có liên quan theo quy định của pháp luật, cụ thể như sau:
a) Tổn thất của người thứ ba và các chi phí có liên quan phát sinh do hành động sơ suất, bất cẩn của người được bảo hiểm là hậu quả của việc thực hiện công việc khảo sát xây dựng, thiết kế xây dựng thuộc phạm vi bảo hiểm.
b) Yêu cầu đòi bồi thường của người thứ ba lần đầu tiên được đưa ra (từ một sự kiện bảo hiểm) đối với người được bảo hiểm và được bên mua bảo hiểm thông báo cho doanh nghiệp bảo hiểm trong thời hạn bảo hiểm, bao gồm cả các chi phí phải trả cho luật sư do doanh nghiệp bảo hiểm chỉ định hoặc do người được bảo hiểm chỉ định (có sự đồng ý bằng văn bản của doanh nghiệp bảo hiểm), các khoản lệ phí, chi phí khác phát sinh từ việc điều tra, chỉnh lý, bào chữa liên quan đến sự kiện bảo hiểm nhưng không bao gồm tiền lương trả cho người lao động hoặc người quản lý ký kết hợp đồng lao động với người được bảo hiểm.
c) Các chi phí khác có liên quan theo quy định của pháp luật.
2. Tổng số tiền bồi thường của doanh nghiệp bảo hiểm đối với tất cả các yêu cầu đòi bồi thường trong suốt thời hạn bảo hiểm không vượt quá giới hạn trách nhiệm bảo hiểm theo thỏa thuận tại hợp đồng bảo hiểm.
3. Khi có yêu cầu đòi bồi thường của người thứ ba, bên mua bảo hiểm phối hợp với doanh nghiệp bảo hiểm giải quyết bồi thường bảo hiểm như sau:
a) Lập tức thông báo ngay cho doanh nghiệp bảo hiểm bằng các phương tiện thông tin liên lạc, sau đó trong thời hạn 14 ngày kể từ ngày nhận được yêu cầu đòi bồi thường của người thứ ba phải thông báo bằng văn bản cho doanh nghiệp bảo hiểm.
b) Thực hiện mọi biện pháp trong phạm vi khả năng để hạn chế tổn thất ở mức thấp nhất.
c) Thực hiện, phối hợp, cho phép doanh nghiệp bảo hiểm thực hiện các hành động và biện pháp cần thiết hoặc theo yêu cầu của doanh nghiệp bảo hiểm nhằm bảo vệ quyền lợi mà doanh nghiệp bảo hiểm được hưởng sau khi bồi thường thiệt hại thuộc trách nhiệm bảo hiểm theo Nghị định này.
4. Khi có yêu cầu đòi bồi thường của người thứ ba, doanh nghiệp bảo hiểm phải thực hiện giải quyết bồi thường bảo hiểm như sau:
a) Giám định tổn thất theo quy định pháp luật và lập biên bản giám định nguyên nhân và mức độ tổn thất.
b) Hướng dẫn bên mua bảo hiểm, phối hợp với bên mua bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan thu thập đầy đủ các tài liệu để lập hồ sơ bồi thường.
c) Phối hợp với bên mua bảo hiểm để giải quyết yêu cầu bồi thường thiệt hại của người thứ ba thuộc trách nhiệm bảo hiểm khi xảy ra sự kiện bảo hiểm."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,47,Hồ sơ bồi thường bảo hiểm,"Doanh nghiệp bảo hiểm có trách nhiệm phối hợp với bên mua bảo hiểm, người được bảo hiểm, các cơ quan, tổ chức có liên quan thu thập các tài liệu có liên quan để lập hồ sơ bồi thường. Hồ sơ bồi thường bảo hiểm bắt buộc trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng bao gồm các tài liệu sau:
1. Văn bản yêu cầu bồi thường của bên mua bảo hiểm.
2. Tài liệu liên quan đến đối tượng bảo hiểm bao gồm: Hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm.
3. Văn bản yêu cầu bồi thường của người thứ ba đối với người được bảo hiểm.
4. Tài liệu chứng minh thiệt hại về người (Bản sao của cơ sở khám bệnh, chữa bệnh hoặc bản sao có xác nhận của doanh nghiệp bảo hiểm sau khi đã đối chiếu với bản chính) do bên mua bảo hiểm cung cấp. Tùy theo mức độ thiệt hại về người có thể bao gồm một hoặc một số các tài liệu sau:
a) Giấy chứng nhận thương tích.
b) Giấy ra viện.
c) Giấy chứng nhận phẫu thuật.
d) Hồ sơ bệnh án.
đ) Trích lục khai tử hoặc Giấy báo tử hoặc văn bản xác nhận của cơ quan Công an hoặc kết quả giám định của cơ quan giám định pháp y.
e) Hóa đơn, chứng từ hợp lý, hợp lệ về chi phí y tế.
5. Tài liệu chứng minh thiệt hại về tài sản, bao gồm:
a) Hồ sơ sự cố công trình xây dựng trong trường hợp xảy ra sự cố công trình xây dựng (bản sao được chứng thực từ bản chính hoặc bản sao có xác nhận của bên lập hồ sơ) theo quy định tại Điều 47 Nghị định số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ quy định chi tiết một số nội dung về quản lý chất lượng, thi công xây dựng và bảo trì công trình xây dựng hoặc bằng chứng chứng minh tổn thất của công trình xây dựng.
b) Hóa đơn, chứng từ hợp lệ hoặc bằng chứng chứng minh về việc sửa chữa, thay mới tài sản bị thiệt hại.
c) Các giấy tờ, hóa đơn, chứng từ liên quan đến chi phí phát sinh mà bên mua bảo hiểm đã chi ra để hạn chế tổn thất ở mức thấp nhất hoặc để thực hiện theo chỉ dẫn của doanh nghiệp bảo hiểm.
6. Biên bản giám định nguyên nhân và mức độ thiệt hại do doanh nghiệp bảo hiểm hoặc người được doanh nghiệp bảo hiểm ủy quyền lập.
7. Các tài liệu khác có liên quan (nếu có).
Bên mua bảo hiểm có trách nhiệm thu thập và gửi doanh nghiệp bảo hiểm các tài liệu quy định tại khoản 1, khoản 2, khoản 3, khoản 4, khoản 5 và khoản 7 Điều này. Doanh nghiệp bảo hiểm có trách nhiệm thu thập tài liệu quy định tại khoản 6 Điều này.
Mục 3. ĐIỀU KIỆN BẢO HIỂM, MỨC PHÍ BẢO HIỂM, GIỚI HẠN TRÁCH NHIỆM BẢO HIỂM BẮT BUỘC ĐỐI VỚI NGƯỜI LAO ĐỘNG THI CÔNG TRÊN CÔNG TRƯỜNG"
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,48,Đối tượng bảo hiểm,"1. Đối tượng bảo hiểm bắt buộc đối với người lao động thi công trên công trường là trách nhiệm dân sự của nhà thầu thi công xây dựng đối với người lao động thi công trên công trường theo quy định của pháp luật.
2. Giới hạn trách nhiệm bảo hiểm là 100 triệu đồng cho một người trong một vụ."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,49,Phạm vi bảo hiểm và loại trừ trách nhiệm bảo hiểm,"1. Phạm vi bảo hiểm
Doanh nghiệp bảo hiểm thực hiện trách nhiệm bồi thường cho nhà thầu thi công xây dựng những khoản tiền mà nhà thầu thi công xây dựng có trách nhiệm bồi thường cho người lao động bị thương tật, chết do tai nạn lao động, bệnh nghề nghiệp phát sinh do thực hiện công việc thi công trên công trường, trừ các trường hợp quy định tại khoản 2 Điều này.
2. Các trường hợp loại trừ trách nhiệm bảo hiểm
Doanh nghiệp bảo hiểm không có trách nhiệm bồi thường bảo hiểm trong các trường hợp sau:
a) Loại trừ trách nhiệm bảo hiểm quy định điểm a, điểm b, điểm c, điểm d, điểm đ, điểm g, điểm h và điểm i khoản 2 Điều 34 Nghị định này.
b) Tổn thất có liên quan đến chất amiăng hoặc bất kỳ nguyên vật liệu nào có chứa chất amiăng.
c) Tổn thất phát sinh do mâu thuẫn của chính người lao động với người gây ra tai nạn mà không liên quan đến việc thực hiện công việc thi công trên công trường.
d) Tổn thất phát sinh do người lao động cố ý tự hủy hoại sức khỏe của bản thân.
đ) Tổn thất phát sinh do người lao động sử dụng chất gây nghiện, ma túy trái với quy định của pháp luật (trừ trường hợp thuốc được kê để điều trị theo chỉ định của bác sĩ được cấp phép).
e) Tổn thất phát sinh từ hành vi cố ý vi phạm pháp luật của bên mua bảo hiểm hoặc người được bảo hiểm (trừ trường hợp người lao động tự vệ, cứu người, cứu tài sản hoặc sử dụng các chất kích thích để điều trị theo chỉ định của bác sĩ)."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,50,Thời hạn bảo hiểm,"1. Thời hạn bảo hiểm bắt buộc đối với người lao động thi công trên công trường bắt đầu kể từ ngày thực hiện công việc thi công trên công trường đến hết thời gian bảo hành công trình theo quy định của pháp luật.
2. Việc xác định thời hạn bảo hiểm cụ thể đối với người lao động thi công trên công trường căn cứ vào hợp đồng lao động và văn bản xác nhận của nhà thầu thi công xây dựng về thời gian người lao động làm việc thực tế trên công trường."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,51,Mức phí bảo hiểm,"1. Mức phí bảo hiểm bắt buộc đối với người lao động thi công trên công trường được quy định tại Phụ lục V ban hành kèm theo Nghị định này.
2. Căn cứ vào mức độ rủi ro của đối tượng bảo hiểm, doanh nghiệp bảo hiểm được điều chỉnh tăng hoặc giảm phí bảo hiểm tối đa 25% tính trên phí bảo hiểm.
Trường hợp trong năm tài chính trước liền kề, đối tượng bảo hiểm là nguyên nhân trực tiếp dẫn đến số tiền chi bồi thường bảo hiểm gốc lớn hơn doanh thu phí bảo hiểm gốc của bảo hiểm bắt buộc đối với người lao động thi công trên công trường, trên cơ sở số liệu có xác nhận của chuyên gia tính toán của doanh nghiệp bảo hiểm và xác nhận của tổ chức kiểm toán độc lập, khi tái tục hợp đồng bảo hiểm, doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận mức phí bảo hiểm và mức khấu trừ bảo hiểm bảo đảm khả năng thanh toán của doanh nghiệp bảo hiểm.
3. Trường hợp có sự thay đổi về số lượng lao động, thay đổi công việc của người lao động thực hiện theo hướng dẫn sau:
a) Trước ngày 15 của tháng kế tiếp tháng có sự thay đổi, nhà thầu thi công xây dựng phải thông báo bằng văn bản cho doanh nghiệp bảo hiểm việc thay đổi nêu trên kèm theo danh sách người lao động phát sinh tăng hoặc giảm (đối với trường hợp thay đổi về số lượng lao động), danh sách công việc của người lao động thay đổi (đối với trường hợp thay đổi công việc của người lao động).
b) Trường hợp phát sinh tăng số lượng lao động, thay đổi công việc của người lao động làm tăng rủi ro được bảo hiểm, nhà thầu thi công xây dựng phải nộp phần phí bảo hiểm tăng thêm trước ngày 15 của tháng kế tiếp tháng thông báo.
c) Trường hợp phát sinh giảm số lượng lao động, thay đổi công việc của người lao động làm giảm rủi ro được bảo hiểm, doanh nghiệp bảo hiểm phải trả cho nhà thầu thi công xây dựng phần phí bảo hiểm giảm tương ứng với thời gian còn lại của hợp đồng bảo hiểm mà bên mua bảo hiểm đã thanh toán thừa trước ngày 15 của tháng kế tiếp tháng thông báo với điều kiện đến thời điểm đó hợp đồng bảo hiểm chưa phát sinh khiếu nại hoặc đã phát sinh khiếu nại nhưng không được doanh nghiệp bảo hiểm trả tiền bảo hiểm.
d) Nếu nhà thầu thi công xây dựng thực hiện đúng nghĩa vụ thông báo theo quy định tại điểm a khoản này và thanh toán phí bảo hiểm theo quy định tại điểm b khoản này, hợp đồng bảo hiểm tự động có hiệu lực đối với danh sách người lao động phát sinh tăng hoặc chấm dứt hiệu lực đối với danh sách người lao động phát sinh giảm; hợp đồng bảo hiểm tự động có hiệu lực đối với công việc được thay đổi của người lao động kể từ ngày phát sinh sự thay đổi thực tế theo đề nghị của người được bảo hiểm."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,52,Nguyên tắc bồi thường bảo hiểm,"Doanh nghiệp bảo hiểm thực hiện xem xét, giải quyết bồi thường bảo hiểm theo quy định pháp luật về kinh doanh bảo hiểm và theo nguyên tắc sau:
1. Khi xảy ra tai nạn lao động, bệnh nghề nghiệp đối với người lao động thi công trên công trường, bên mua bảo hiểm phối hợp với doanh nghiệp bảo hiểm giải quyết bồi thường bảo hiểm như sau:
a) Lập tức thông báo ngay cho doanh nghiệp bảo hiểm bằng các phương tiện thông tin liên lạc, sau đó trong thời hạn 14 ngày kể từ ngày xảy ra tai nạn lao động, bệnh nghề nghiệp đối với người lao động thi công trên công trường phải thông báo bằng văn bản cho doanh nghiệp bảo hiểm.
b) Thực hiện mọi biện pháp trong phạm vi khả năng để hạn chế thiệt hại ở mức thấp nhất.
c) Thực hiện, cho phép doanh nghiệp bảo hiểm thực hiện các hành động và biện pháp cần thiết hoặc theo yêu cầu của doanh nghiệp bảo hiểm nhằm bảo vệ quyền lợi mà doanh nghiệp bảo hiểm được hưởng sau khi bồi thường thiệt hại thuộc trách nhiệm bảo hiểm theo Nghị định này.
2. Khi xảy ra tai nạn lao động, bệnh nghề nghiệp đối với người lao động thi công trên công trường, doanh nghiệp bảo hiểm hướng dẫn bên mua bảo hiểm, phối hợp với bên mua bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan thu thập đầy đủ các tài liệu để lập hồ sơ bồi thường; xác định nguyên nhân và mức độ thiệt hại.
3. Khi người lao động bị thương tật, chết do tai nạn lao động, bệnh nghề nghiệp phát sinh do thực hiện công việc thi công trên công trường thuộc trách nhiệm bảo hiểm, doanh nghiệp bảo hiểm sẽ có trách nhiệm chi trả những khoản tiền theo thỏa thuận giữa nhà thầu thi công và người lao động hoặc đại diện hợp pháp của người lao động (trong trường hợp người lao động đã chết), bao gồm các khoản chi trả sau:
a) Phụ cấp nghỉ việc trong thời gian điều trị theo chỉ định của bác sĩ điều trị được tính căn cứ vào mức tiền lương theo hợp đồng lao động nhưng không vượt quá 6 tháng lương trong mỗi sự kiện bảo hiểm.
b) Chi phí y tế thực tế bao gồm: chi phí cấp cứu, chi phí điều trị nội, ngoại trú cần thiết và hợp lý.
c) Trường hợp người lao động bị suy giảm khả năng lao động dưới 81%, mức bồi thường cụ thể cho từng loại thương tật, thiệt hại về người được xác định theo Bảng tỷ lệ trả tiền bồi thường bảo hiểm bắt buộc đối với người lao động thi công trên công trường theo Phụ lục VII ban hành kèm theo Nghị định này.
d) Trường hợp người lao động bị chết hoặc suy giảm khả năng lao động từ 81% trở lên, doanh nghiệp bảo hiểm sẽ chi trả 100 triệu đồng cho một người trong một vụ.
Tổng số tiền bồi thường bảo hiểm theo quy định tại điểm a, điểm b, điểm c và điểm d khoản này không vượt quá 100 triệu đồng cho một người trong một vụ đối với trường hợp tham gia giới hạn trách nhiệm bảo hiểm 100 triệu đồng.
4. Trường hợp tai nạn lao động xảy ra hoặc bệnh nghề nghiệp phát sinh gây thương tật cho người lao động và thương tật này bị làm trầm trọng thêm bởi các thương tật hoặc bệnh tật trước đó, doanh nghiệp bảo hiểm không chịu trách nhiệm bồi thường cho phần bị làm trầm trọng thêm đó."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,53,Hồ sơ bồi thường bảo hiểm,"Doanh nghiệp bảo hiểm có trách nhiệm phối hợp với bên mua bảo hiểm, người được bảo hiểm, các cơ quan, tổ chức có liên quan thu thập các tài liệu có liên quan để lập hồ sơ bồi thường. Hồ sơ bồi thường bảo hiểm bắt buộc đối với người lao động thi công trên công trường:
1. Văn bản yêu cầu bồi thường của bên mua bảo hiểm.
2. Tài liệu liên quan đến đối tượng bảo hiểm bao gồm:
a) Hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm, hợp đồng lao động ký giữa người được bảo hiểm và người lao động bị tai nạn lao động, bệnh nghề nghiệp, bảng chấm công.
b) Các văn bản yêu cầu bồi thường về tai nạn lao động, bệnh nghề nghiệp của người lao động (nếu có).
3. Tài liệu chứng minh người lao động bị thương tật, chết do tai nạn lao động (Bản sao được chứng thực từ bản chính hoặc bản sao có xác nhận của doanh nghiệp bảo hiểm sau khi đã đối chiếu với bản chính):
a) Biên bản điều tra tai nạn lao động do cơ quan có thẩm quyền lập theo quy định của pháp luật (nếu có). Trường hợp người lao động bị tai nạn giao thông và được xác định là tai nạn lao động thì phải có biên bản tai nạn giao thông hoặc biên bản khám nghiệm hiện trường và sơ đồ hiện trường vụ tai nạn giao thông do các cơ quan có thẩm quyền lập theo quy định của pháp luật.
b) Tùy theo mức độ thiệt hại về người có thể bao gồm một hoặc một số các tài liệu sau: Giấy chứng nhận thương tích; Giấy ra viện; Giấy chứng nhận phẫu thuật; Hồ sơ bệnh án; Trích lục khai tử hoặc Giấy báo tử hoặc văn bản xác nhận của cơ quan Công an hoặc kết quả giám định của cơ quan giám định pháp y.
c) Biên bản giám định mức suy giảm khả năng lao động của Hội đồng giám định y khoa đối với trường hợp người lao động bị suy giảm khả năng lao động từ 5% trở lên (nếu có).
d) Hóa đơn, chứng từ hợp lệ của các cơ sở y tế chứng minh việc điều trị thương tật do tai nạn lao động của người lao động.
4. Tài liệu chứng minh người lao động bị thương tật, chết do bệnh nghề nghiệp:
a) Biên bản đo đạc môi trường có yếu tố độc hại trong thời hạn quy định do cơ quan có thẩm quyền lập, trường hợp biên bản xác định cho nhiều người thì hồ sơ của mỗi người lao động phải có bản trích sao (nếu có).
b) Giấy ra viện (trường hợp không điều trị tại bệnh viện thì phải có giấy khám bệnh nghề nghiệp) hoặc phiếu hội chẩn mắc bệnh nghề nghiệp; Hồ sơ bệnh án; Trích lục khai tử hoặc Giấy báo tử (trong trường hợp người lao động chết).
c) Biên bản giám định mức suy giảm khả năng lao động của Hội đồng giám định y khoa đối với trường hợp người lao động bị suy giảm khả năng lao động từ 5% trở lên (nếu có).
d) Hóa đơn, chứng từ hợp lệ của các cơ sở y tế chứng minh việc điều trị thương tật do bệnh nghề nghiệp của người lao động.
5. Tài liệu chứng minh các khoản tiền mà nhà thầu thi công xây dựng đã thực hiện bồi thường cho người lao động bị thương tật, chết do tai nạn lao động, bệnh nghề nghiệp gây ra thuộc trách nhiệm bảo hiểm.
6. Các tài liệu khác có liên quan (nếu có).
Mục 4. ĐIỀU KIỆN BẢO HIỂM, MỨC PHÍ BẢO HIỂM, GIỚI HẠN TRÁCH NHIỆM BẢO HIỂM ĐỐI VỚI BẢO HIỂM BẮT BUỘC TRÁCH NHIỆM DÂN SỰ ĐỐI VỚI NGƯỜI THỨ BA"
